idx,Variable,Unit,r21m42,r21m42_unit,factor,Comment,Category,Definition,available,source,quality,useful
1402,Land Cover|Cropland|Irrigated,million ha,Resources|Land Cover|Cropland|Crops|irrigated,million ha,,,Land cover,"irrigated arable land, i.e. land in non-forest bioenergy crop, food, and feed/fodder crops, as well as other arable land (cultivated area)",yes,endogenous,high,no
1403,Land Cover|Cropland|Rainfed,million ha,Resources|Land Cover|Cropland|Crops|rainfed,million ha,,,Land cover,area of land that is rain-fed,yes,endogenous,high,no
1404,Land Cover|Forest,million ha,Resources|Land Cover|+|Forest,million ha,,,Land cover,managed and unmanaged forest area,yes,endogenous,high,no
1405,Land Cover|Forest|Afforestation and Reforestation,million ha,Resources|Land Cover|Forest|Plantations|Afforestation,million ha,,,Land cover,area with afforestation and reforestation,yes,endogenous,high,no
1406,Land Cover|Forest|Forestry|Harvested Area,million ha,,,,,Land cover,Forest area harvested,,,,no
1407,Land Cover|Forest|Managed,million ha,Resources|Land Cover|Forest|Plantations|Forestry,million ha,,,Land cover,"managed forests producing commercial wood supply for timber or energy (note: woody energy crops reported under """"energy crops"""")",yes,endogenous,high,no
1408,Land Cover|Forest|Natural Forest,million ha,Resources|Land Cover|Forest|Natural Forest|+|Primary Forest,million ha,,,Land cover,"undisturbed natural forests, modified natural forests",yes,endogenous,high,no
1409,Land Cover|Forest|Secondary,million ha,Resources|Land Cover|Forest|Natural Forest|+|Secondary Forest,million ha,,,Land cover,"regrown (unmanaged) secondary forests, e.g. from abandoned agricultural land",yes,endogenous,high,no
1410,Land Cover|Other Arable Land,million ha,,,,,Land cover,"other arable land that is unmanaged (e.g., grassland, savannah, shrubland), excluding unmanaged forests that are arable",,,,no
1411,Land Cover|Other Land,million ha,Resources|Land Cover|+|Other Land,million ha,,,Land cover,"other land cover that does not fit into any other category (e.g., rock, ice, desert, water, please provide a definition of the sources in this category in the 'comments' tab)",yes,endogenous,high,no
1412,Land Cover|Pasture,million ha,Resources|Land Cover|+|Pastures and Rangelands,million ha,,,Land cover,"pasture land. All categories of pasture land - not only high quality rangeland. Based on FAO definition of """"permanent meadows and pastures""""",yes,endogenous,high,no
1413,Land Cover|Water Ecosystems|Forests,million ha,,,,,Land cover,Land-use coverage of water-related ecosystem: forests,,,,no
1414,Land Cover|Water Ecosystems|Glaciers,million ha,,,,,Land cover,Land-use coverage of water-related ecosystem: glaciers,,,,no
1415,Land Cover|Water Ecosystems|Lakes,million ha,,,,,Land cover,Land-use coverage of water-related ecosystem: lakes,,,,no
1416,Land Cover|Water Ecosystems|Mountains,million ha,,,,,Land cover,Land-use coverage of water-related ecosystem: mountains,,,,no
1417,Land Cover|Water Ecosystems|Wetlands,million ha,,,,,Land cover,Land-use coverage of water-related ecosystem: wetlands,,,,no
1418,Policy Cost|Default for CAV,billion US$2010/yr OR local currency/yr,,,,,Policy,"total costs of the policy in the default metric (consumption losses for GE models, area under MAC curve for PE models if available) to be used for calculation of Cost over Abatement Value (CAV) indicator. Must be identical to the policy costs in one of the reported metrics. ",,,,no
1419,Direct Risk|Asset Loss,billion US$2010/yr OR local currency/yr,,,,,Resilience/risk,"The risk of asset losses expressed in terms of their probability ofoccurrence and destruction in monetary terms is modelled as a function of hazard(frequency and intensity), the elements exposed to those hazards and their physicalsensitivity.",,,,no
1420,Fiscal Gap,billion US$2010/yr OR local currency/yr,,,,,Resilience/risk,"The potential fiscal gap, is assessed by simulating the risks to assets and fiscal resilience following stochastic disasters of different magnitudes.",,,,no
1421,Fiscal Resilience,billion US$2010/yr OR local currency/yr,,,,,Resilience/risk,"Fiscal resilience is defined as the access to domestic and external resources for absorbing asset risks (availability for budget diversion, access to domestic and international credit, availablitiy of insurance and other innovative financing instruments).",,,,no
1422,Indirect Risk|GDP Growth,%,,,,,Resilience/risk,"The consequences of a fiscal vulnerability and associated gaps on macroeconomic developmentof the country are characterized with indicators, such as economic growth or the country’s external debtposition.",,,,no
1423,Indirect Risk|Public Debt,billion US$2010/yr OR local currency/yr,,,,,Resilience/risk,"The consequences of a fiscal vulnerability and associated gaps on macroeconomic developmentof the country are characterized with indicators, such as economic growth or the country’s external debtposition.",,,,no
1424,Resource|Extraction|Coal,EJ/yr,Res|Extraction|Coal,EJ/yr,,,Resources,,yes,endogenous,high,no
1425,Resource|Extraction|Fossil,EJ/yr,,,,,Resources,,,,,no
1426,Resource|Extraction|Gas,EJ/yr,Res|Extraction|Gas,EJ/yr,,,Resources,,yes,endogenous,high,no
1427,Resource|Extraction|Mineral,EJ/yr,,,,,Resources,,,,,no
1428,Resource|Extraction|Oil,EJ/yr,Res|Extraction|Oil,EJ/yr,,,Resources,,yes,endogenous,high,no
1429,Resource|Use|Mineral,Mt Fe-eq,,,,,Resources,,,,,no
1430,Resource|Use|Mineral|Electricity,Mt Fe-eq,,,,,Resources,,,,,no
1431,Ecotoxicity|Freshwater,"Mt 1,4-DCB-eq",TODO,,,,SDG,,,,,no
1432,Ecotoxicity|Freshwater|Electricity,"Mt 1,4-DCB-eq",TODO,,,,SDG,,,,,no
1433,Ecotoxicity|Marine,"Mt 1,4-DCB-eq",TODO,,,,SDG,,,,,no
1434,Ecotoxicity|Marine|Electricity,"Mt 1,4-DCB-eq",TODO,,,,SDG,,,,,no
1435,Emissions|PM2.5,Mt PM2.5,,,,Post-processing,SDG,,,,,no
1436,Employment,million,,,,work in progress,SDG,number of employed inhabitants (based on ILO classification),work in progress,,,yes
1437,Employment|Agriculture,million,,,,,SDG,number of employed inhabitants (payrolls) in agriculture (based on ILO classification),,,,yes
1438,Employment|Industry,million,,,,,SDG,number of employed inhabitants (payrolls) in industry (based on ILO classification),,,,yes
1439,Employment|Service,million,,,,,SDG,number of employed inhabitants (payrolls) in the service sector (based on ILO classification),,,,yes
1440,Eutrophication|Marine,Tg N-eq/yr,,,,,SDG,,,,,no
1441,Eutrophication|Marine|Electricity,Tg N-eq/yr,,,,,SDG,,,,,no
1442,Food Demand,kcal/cap/day,Nutrition|Calorie Supply,kcal/capita/day,,,SDG,"all food demand in calories (conversion factor: 1 kcal = 4,1868 kJ)",yes,endogenous,high,no
1443,Food Demand|Crops,kcal/cap/day,Nutrition|Calorie Supply|+|Crops,kcal/capita/day,,,SDG,crop related food demand in calories,yes,endogenous,high,no
1444,Food Demand|Livestock,kcal/cap/day,Nutrition|Calorie Supply|+|Livestock products,kcal/capita/day,,,SDG,livestock related food demand in calories,yes,endogenous,high,no
1445,Food Energy Supply,EJ/yr,TODO,,,,SDG,total calory food demand,,,,no
1446,Food Energy Supply|Livestock,EJ/yr,TODO,,,,SDG,calory food demand from livestock products,,,,no
1447,Human Toxicity,"Mt 1,4-DCB-eq",TODO,,,,SDG,,,,,no
1448,Human Toxicity|Electricity,"Mt 1,4-DCB-eq",TODO,,,,SDG,,,,,no
1449,Population,million,Population,million,,exogenous,SDG,total population,yes,exogenous,medium,no
1450,Population|Clean cooking Access,million,,,,work in progress,SDG,population with access to clean cooking (e.g. non-solid fuels),,,,yes
1451,Population|Democratic rights,million,,,,,SDG,"population with democratic rights (e.g. voiting, association, etc.)",,,,yes
1452,Population|Electricity Access,million,,,,work in progress,SDG,population with access to electricity,,,,yes
1453,Population|Extreme poverty,million,,,,work in progress,SDG,population living in extreme poverty with income <US$2 2010 PPP per day,,,,yes
1454,Population|Female,million,,,,"from SSP, unused",SDG,total female population,,,,yes
1455,Population|Fragility,million,,,,,SDG,"Population living in fragile conditions, exposed to homicide, violent crime, war/state violence",,,,yes
1456,Population|Health Services Access,million,,,,,SDG,population with access to adequate health services,,,,yes
1457,Population|Homeless,million,,,,,SDG,population without shelter,,,,yes
1458,Population|Informal settlements,million,,,,,SDG,population living in informal settlements (e.g. slums),,,,yes
1459,Population|Male,million,,,,"from SSP, unused",SDG,total male population,,,,yes
1460,Population|Malnourishment,million,,,,,SDG,"population at risk of malnourishment, calculated by multipling total population and prevalence of malnourishment due to insufficient consumption of essential nutrients (e.g. iron, Vitamins, A, B1, C, D, E, iodine)",,,,yes
1461,Population|Primary education,million,,,,"from SSP, unused",SDG,population with primary education completed,,,,yes
1462,Population|Primary relationships,million,,,,,SDG,population in primary relations,,,,yes
1463,Population|Public transport Access,million,,,,,SDG,population with convenient access to public transport,,,,yes
1464,Population|Relative poverty,million,,,,work in progress,SDG,population living in relative poverty with income below theeir respective national poverty lines.,,,,yes
1465,Population|Relying on Solid Fuels,million,,,,work in progress,SDG,,,,,yes
1466,Population|Risk of Hunger,million,,,,work in progress,SDG,"population at risk of hunger, calculated by multipling total population and prevalence of undernourishment which is computed from a probability distribution of daily dietary energy consumption and minimum dietary energy requirement.",,,,yes
1467,Population|Rural,million,,,,"from SSP, unused",SDG,total population living in rural areas,,,,yes
1468,Population|Secondary education,million,,,,"from SSP, unused",SDG,population with secondary education completed,,,,yes
1469,Population|Tertiary education,million,,,,"from SSP, unused",SDG,population with tertiary education completed,,,,yes
1470,Population|Urban,million,,,,"from SSP, unused",SDG,total population living in urban areas,,,,yes
1471,Population|Urban|Share,%,,,,"from SSP, unused",SDG,share of population living in urban areas,yes,exogenous,low,yes
1472,Population|Working Age,million,,,,exogenous,SDG,total working age population (age 15-65 years),,,,yes
1473,Population|substandard accommodation,million,,,,,SDG,population living in substandard accommodation (e.g. accommodation that does not meet legal requirements and/or enable well being for the occupants,,,,yes
1474,Premature Deaths|PM2.5,million,,,,Post-processing,SDG,,,,,no
1475,Subsidies|Energy,billion US$2010/yr OR local currency,Subsidies,billion US$2005/yr,,,SDG,total energy-related subsidies,,,,no
1476,Subsidies|Energy|Fossil,billion US$2010/yr OR local currency,Subsidies|Fuel Extraction,billion US$2005/yr,,does not include Final Energy subsidies for energy carriers of fossil origin,SDG,fossil fuel subsidies,,,,no
1477,Subsidies|Food,billion US$2010/yr OR local currency,,,,,SDG,food subsidies (both to producers and consumers),,,,no
1478,Trust|In others,%,,,,,SDG,"Share of people agreeing with the statement """"most people can be trusted""""",,,,no
1479,Trust|In politicians,%,,,,,SDG,"Share of people agreeing with the statement """"politicians are trustworthy""""",,,,no
1480,Unemployment,million,,,,,SDG,number of unemployed inhabitants (based on ILO classification),,,,no
1481,Unemployment|Rate,%,,,,,SDG,fraction of unemployed inhabitants (based on ILO classification),,,,no
1482,Water Consumption|Electricity w/o Hydro,km3/yr,TODO,,,,SDG,,,,,no
1483,Efficiency|Electricity|Biomass|w/ CCS,%,Tech|Electricity|Biomass|IGCCC|w/ CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (electricity produced per unit of primary energy input) of a new biomass power plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Electricity| Biomass|w/ CCS|2, ... Efficiency|Electricity|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1484,Efficiency|Electricity|Biomass|w/o CCS,%,Tech|Electricity|Biomass|CHP|w/o CCS|Efficiency,%,,Combined Heat and Power plants are more common than Internal-Gasification Combind-Cycle Plants,Techno-economic,"Conversion efficiency (electricity produced per unit of primary energy input) of a new biomass power plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Electricity|Biomass|w/o CCS|2, ... Efficiency|Electricity|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1485,Efficiency|Electricity|Coal|w/ CCS,%,Tech|Electricity|Coal|PCC|w/ CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (electricity produced per unit of primary energy input) of a new coal power plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Electricity|Coal|w/ CCS|2, ... Efficiency|Electricity|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1486,Efficiency|Electricity|Coal|w/o CCS,%,Tech|Electricity|Coal|PC|w/o CCS|Efficiency,%,,Pulverized Coal plants are the dominant coal power plants.,Techno-economic,"Conversion efficiency (electricity produced per unit of primary energy input) of a new coal power plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Electricity|Coal|w/o CCS|2, ... Efficiency|Electricity|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1487,Efficiency|Electricity|Gas|w/ CCS,%,Tech|Electricity|Gas|CCC|w/ CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (electricity produced per unit of primary energy input) of a new gas power plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Electricity|Gas|w/ CCS|2, ... Efficiency|Electricity|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1488,Efficiency|Electricity|Gas|w/o CCS,%,Tech|Electricity|Gas|CHP|w/o CCS|Efficiency,%,,Combined Heat and Power Gas plants are the most common conventional technology for gas.,Techno-economic,"Conversion efficiency (electricity produced per unit of primary energy input) of a new gas power plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Electricity|Gas|w/o CCS|2, ... Efficiency|Electricity|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1489,Efficiency|Gases|Biomass|w/ CCS,%,,,,,Techno-economic,"Conversion efficiency (energy content of gases produced per unit of primary energy input) of a new biomass to gas plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Gases|Biomass|w/ CCS|2, ... Efficiency|Gases|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",,,,no
1490,Efficiency|Gases|Biomass|w/o CCS,%,Tech|Gases|Biomass|w/o CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of gases produced per unit of primary energy input) of a new coal to gas plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Gases|Coal|w/o CCS|2, ... Efficiency|Gases|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1491,Efficiency|Gases|Coal|w/ CCS,%,,,,,Techno-economic,"Conversion efficiency (energy content of gases produced per unit of primary energy input) of a new coal to gas plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Gases|Coal|w/ CCS|2, ... Efficiency|Gases|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",,,,no
1492,Efficiency|Gases|Coal|w/o CCS,%,Tech|Gases|Coal|w/o CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of gases produced per unit of primary energy input) of a new coal to gas plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Gases|Coal|w/o CCS|2, ... Efficiency|Gases|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1493,Efficiency|Hydrogen|Biomass|w/ CCS,%,Tech|Hydrogen|Biomass|w/ CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of hydrogen produced per unit of primary energy input) of a new biomass to hydrogen plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Hydrogen|Biomass|w/ CCS|2, ... Efficiency|Hydrogen|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1494,Efficiency|Hydrogen|Biomass|w/o CCS,%,Tech|Hydrogen|Biomass|w/o CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of hydrogen produced per unit of primary energy input) of a new biomass to hydrogen plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Hydrogen|Biomass|w/o CCS|2, ... Efficiency|Hydrogen|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1495,Efficiency|Hydrogen|Coal|w/ CCS,%,Tech|Hydrogen|Coal|w/ CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of hydrogen produced per unit of primary energy input) of a new coal to hydrogen plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Hydrogen|Coal|w/ CCS|2, ... Efficiency|Hydrogen|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1496,Efficiency|Hydrogen|Coal|w/o CCS,%,Tech|Hydrogen|Coal|w/o CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of hydrogen produced per unit of primary energy input) of a new coal to hydrogen plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Hydrogen|Coal|w/o CCS|2, ... Efficiency|Hydrogen|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1497,Efficiency|Hydrogen|Electricity,%,Tech|Hydrogen|Electricity|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of hydrogen produced per unit of electricity input) of a new hydrogen-by-electrolysis plant. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Hydrogen|Electricity|2, ... Efficiency|Hydrogen|Electricity|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1498,Efficiency|Hydrogen|Gas|w/ CCS,%,Tech|Hydrogen|Gas|w/ CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of hydrogen produced per unit of primary energy input) of a new gas to hydrogen plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Hydrogen|Gas|w/ CCS|2, ... Efficiency|Hydrogen|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1499,Efficiency|Hydrogen|Gas|w/o CCS,%,Tech|Hydrogen|Gas|w/o CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of hydrogen produced per unit of primary energy input) of a new gas to hydrogen plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Hydrogen|Gas|w/o CCS|2, ... Efficiency|Hydrogen|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1500,Efficiency|Liquids|Biomass|w/ CCS,%,Tech|Liquids|Biomass|Biofuel|BioFTRC|w/ CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new biomass to liquids plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Biomass|w/ CCS|2, ... Efficiency|Liquids|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1501,Efficiency|Liquids|Biomass|w/o CCS,%,Tech|Liquids|Biomass|Biofuel|BioFTR|w/o CCS|Efficiency,%,,Fisher-Tropsch Fuels from ligno-cellulose are most common modern biofuel tech.,Techno-economic,"Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new biomass to liquids plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Biomass|w/o CCS|2, ... Efficiency|Liquids|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1502,Efficiency|Liquids|Coal|w/ CCS,%,Tech|Liquids|Coal|w/ CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new coal to liquids plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Coal|w/ CCS|2, ... Efficiency|Liquids|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1503,Efficiency|Liquids|Coal|w/o CCS,%,Tech|Liquids|Coal|w/o CCS|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new coal to liquids plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Coal|w/o CCS|2, ... Efficiency|Liquids|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1504,Efficiency|Liquids|Gas|w/ CCS,%,,,,,Techno-economic,"Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new gas to liquids plant with CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Gas|w/ CCS|2, ... Efficiency|Liquids|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",,,,no
1505,Efficiency|Liquids|Gas|w/o CCS,%,,,,,Techno-economic,"Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new gas to liquids plant w/o CCS. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Gas|w/o CCS|2, ... Efficiency|Liquids|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",,,,no
1506,Efficiency|Liquids|Oil,%,Tech|Liquids|Oil|Efficiency,%,,,Techno-economic,"Conversion efficiency (energy content of liquids produced per unit of primary energy input) of a new oil refining plant. The efficiency should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report efficiency for the additional plant types by adding variables Efficiency|Liquids|Oil|2, ... Efficiency|Electricity|Oil|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1507,Lifetime|Electricity|Biomass|w/ CCS,years,Tech|Electricity|Biomass|IGCCC|w/ CCS|Lifetime,years,,,Techno-economic,"Lifetime of a new biomass power plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Biomass|w/ CCS|2, ... Lifetime|Electricity|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1508,Lifetime|Electricity|Biomass|w/o CCS,years,Tech|Electricity|Biomass|CHP|w/o CCS|Lifetime,years,,,Techno-economic,"Lifetime of a new biomass power plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Biomass|w/o CCS|2, ... Lifetime|Electricity|Biomass|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1509,Lifetime|Electricity|Coal|w/ CCS,years,Tech|Electricity|Coal|IGCCC|w/ CCS|Lifetime,years,,,Techno-economic,"Lifetime of a new coal power plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Coal|w/ CCS|2, ... Lifetime|Electricity|Coal|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1510,Lifetime|Electricity|Coal|w/o CCS,years,Tech|Electricity|Coal|PC|w/o CCS|Lifetime,years,,,Techno-economic,"Lifetime of a new coal power plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Coal|w/o CCS|2, ... Lifetime|Electricity|Coal|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1511,Lifetime|Electricity|Gas|w/ CCS,years,Tech|Electricity|Gas|CCC|w/ CCS|Lifetime,years,,,Techno-economic,"Lifetime of a new gas power plant with CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Gas|w/ CCS|2, ... Lifetime|Electricity|Gas|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
1512,Lifetime|Electricity|Gas|w/o CCS,years,Tech|Electricity|Gas|CHP|w/o CCS|Lifetime,years,,,Techno-economic,"Lifetime of a new gas power plant w/o CCS. Lifetime should be calculated by summing all vintages of a  capacity unit (e.g. (1+1+0.9+0.7+0.5) * 10 years = 41 years) or by the e-folding time for exponential capacity depreciation.  The lifetime should refer to the plant type(s) for which capital costs have been reported. If capital cost for more than one plant type has been reported, modellers should report lifetime for the additional plant types by adding variables Lifetime|Electricity|Gas|w/o CCS|2, ... Lifetime|Electricity|Gas|w/o CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,exogenous,medium,no
